https://ja.wikipedia.org/wiki/JIS_X_0213%E6%BC%A2%E5%AD%97%E4%B8%80%E8%A6%A7%E3%81%AE2%E9%9D%A2
2面1区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
鎏 	2-91-26 	0xFB59 	U+938F 	第4水準 	
鎞 	2-91-27 	0xFB5A 	U+939E 	第4水準 	
鏵 	2-91-28 	0xFB5B 	U+93F5 	第4水準 	
𨫤 	2-91-29 	0xFB5C 	U+28AE4 	第4水準 	
𨫝 	2-91-30 	0xFB5D 	U+28ADD 	第4水準 	
鏱 	2-91-31 	0xFB5E 	U+93F1 	第4水準 	
鏁 	2-91-32 	0xFB5F 	U+93C1 	第4水準 	
鏇 	2-91-33 	0xFB60 	U+93C7 	第4水準 	
鏜 	2-91-34 	0xFB61 	U+93DC 	第4水準 	
鏢 	2-91-35 	0xFB62 	U+93E2 	第4水準 	
鏧 	2-91-36 	0xFB63 	U+93E7 	第4水準 	
鐉 	2-91-37 	0xFB64 	U+9409 	第4水準 	
鐏 	2-91-38 	0xFB65 	U+940F 	第4水準 	
鐖 	2-91-39 	0xFB66 	U+9416 	第4水準 	
鐗 	2-91-40 	0xFB67 	U+9417 	第4水準 	
鏻 	2-91-41 	0xFB68 	U+93FB 	第4水準 	
鐲 	2-91-42 	0xFB69 	U+9432 	第4水準 	
鐴 	2-91-43 	0xFB6A 	U+9434 	第4水準 	
鐻 	2-91-44 	0xFB6B 	U+943B 	第4水準 	
鑅 	2-91-45 	0xFB6C 	U+9445 	第4水準 	
𨯁 	2-91-46 	0xFB6D 	U+28BC1 	第4水準 	
𨯯 	2-91-47 	0xFB6E 	U+28BEF 	第4水準 	
鑭 	2-91-48 	0xFB6F 	U+946D 	第4水準 	
鑯 	2-91-49 	0xFB70 	U+946F 	第4水準 	
镸 	2-91-50 	0xFB71 	U+9578 	第4水準 	
镹 	2-91-51 	0xFB72 	U+9579 	第4水準 	
閆 	2-91-52 	0xFB73 	U+9586 	第4水準 	
閌 	2-91-53 	0xFB74 	U+958C 	第4水準 	
閍 	2-91-54 	0xFB75 	U+958D 	第4水準 	
𨴐 	2-91-55 	0xFB76 	U+28D10 	第4水準 	
閫 	2-91-56 	0xFB77 	U+95AB 	第4水準 	
閴 	2-91-57 	0xFB78 	U+95B4 	第4水準 	
𨵱 	2-91-58 	0xFB79 	U+28D71 	第4水準 	
闈 	2-91-59 	0xFB7A 	U+95C8 	第4水準 	
𨷻 	2-91-60 	0xFB7B 	U+28DFB 	第4水準 	
𨸟 	2-91-61 	0xFB7C 	U+28E1F 	第4水準 	
阬 	2-91-62 	0xFB7D 	U+962C 	第4水準 	
阳 	2-91-63 	0xFB7E 	U+9633 	第4水準 	
阴 	2-91-64 	0xFB80 	U+9634 	第4水準 	
𨸶 	2-91-65 	0xFB81 	U+28E36 	第4水準 	
阼 	2-91-66 	0xFB82 	U+963C 	第4水準 	
陁 	2-91-67 	0xFB83 	U+9641 	第4水準 	
陡 	2-91-68 	0xFB84 	U+9661 	第4水準 	
𨺉 	2-91-69 	0xFB85 	U+28E89 	第4水準 	
隂 	2-91-70 	0xFB86 	U+9682 	第4水準 	
𨻫 	2-91-71 	0xFB87 	U+28EEB 	第4水準 	
隚 	2-91-72 	0xFB88 	U+969A 	第4水準 	
𨼲 	2-91-73 	0xFB89 	U+28F32 	第4水準 	
䧧 	2-91-74 	0xFB8A 	U+49E7 	第4水準 	
隩 	2-91-75 	0xFB8B 	U+96A9 	第4水準 	
隯 	2-91-76 	0xFB8C 	U+96AF 	第4水準 	
隳 	2-91-77 	0xFB8D 	U+96B3 	第4水準 	
隺 	2-91-78 	0xFB8E 	U+96BA 	第4水準 	
隽 	2-91-79 	0xFB8F 	U+96BD 	第4水準 	
䧺 	2-91-80 	0xFB90 	U+49FA 	第4水準 	
𨿸 	2-91-81 	0xFB91 	U+28FF8 	第4水準 	
雘 	2-91-82 	0xFB92 	U+96D8 	第4水準 	
雚 	2-91-83 	0xFB93 	U+96DA 	第4水準 	
雝 	2-91-84 	0xFB94 	U+96DD 	第4水準 	
䨄 	2-91-85 	0xFB95 	U+4A04 	第4水準 	
霔 	2-91-86 	0xFB96 	U+9714 	第4水準 	
霣 	2-91-87 	0xFB97 	U+9723 	第4水準 	
䨩 	2-91-88 	0xFB98 	U+4A29 	第4水準 	
霶 	2-91-89 	0xFB99 	U+9736 	第4水準 	
靁 	2-91-90 	0xFB9A 	U+9741 	第4水準 	
靇 	2-91-91 	0xFB9B 	U+9747 	第4水準 	
靕 	2-91-92 	0xFB9C 	U+9755 	第4水準 	
靗 	2-91-93 	0xFB9D 	U+9757 	第4水準 	
靛 	2-91-94 	0xFB9E 	U+975B 	第4水準 	
2面92区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
靪 	2-92-01 	0xFB9F 	U+976A 	第4水準 	
𩊠 	2-92-02 	0xFBA0 	U+292A0 	第4水準 	
𩊱 	2-92-03 	0xFBA1 	U+292B1 	第4水準 	
鞖 	2-92-04 	0xFBA2 	U+9796 	第4水準 	
鞚 	2-92-05 	0xFBA3 	U+979A 	第4水準 	
鞞 	2-92-06 	0xFBA4 	U+979E 	第4水準 	
鞢 	2-92-07 	0xFBA5 	U+97A2 	第4水準 	
鞱 	2-92-08 	0xFBA6 	U+97B1 	第4水準 	
鞲 	2-92-09 	0xFBA7 	U+97B2 	第4水準 	
鞾 	2-92-10 	0xFBA8 	U+97BE 	第4水準 	
韌 	2-92-11 	0xFBA9 	U+97CC 	第4水準 	
韑 	2-92-12 	0xFBAA 	U+97D1 	第4水準 	
韔 	2-92-13 	0xFBAB 	U+97D4 	第4水準 	
韘 	2-92-14 	0xFBAC 	U+97D8 	第4水準 	
韙 	2-92-15 	0xFBAD 	U+97D9 	第4水準 	
韡 	2-92-16 	0xFBAE 	U+97E1 	第4水準 	
韱 	2-92-17 	0xFBAF 	U+97F1 	第4水準 	
頄 	2-92-18 	0xFBB0 	U+9804 	第4水準 	
頍 	2-92-19 	0xFBB1 	U+980D 	第4水準 	
頎 	2-92-20 	0xFBB2 	U+980E 	第4水準 	
頔 	2-92-21 	0xFBB3 	U+9814 	第4水準 	
頖 	2-92-22 	0xFBB4 	U+9816 	第4水準 	
䪼 	2-92-23 	0xFBB5 	U+4ABC 	第4水準 	
𩒐 	2-92-24 	0xFBB6 	U+29490 	第4水準 	
頣 	2-92-25 	0xFBB7 	U+9823 	第4水準 	
頲 	2-92-26 	0xFBB8 	U+9832 	第4水準 	
頳 	2-92-27 	0xFBB9 	U+9833 	第4水準 	
頥 	2-92-28 	0xFBBA 	U+9825 	第4水準 	
顇 	2-92-29 	0xFBBB 	U+9847 	第4水準 	
顦 	2-92-30 	0xFBBC 	U+9866 	第4水準 	
颫 	2-92-31 	0xFBBD 	U+98AB 	第4水準 	
颭 	2-92-32 	0xFBBE 	U+98AD 	第4水準 	
颰 	2-92-33 	0xFBBF 	U+98B0 	第4水準 	
𩗏 	2-92-34 	0xFBC0 	U+295CF 	第4水準 	
颷 	2-92-35 	0xFBC1 	U+98B7 	第4水準 	
颸 	2-92-36 	0xFBC2 	U+98B8 	第4水準 	
颻 	2-92-37 	0xFBC3 	U+98BB 	第4水準 	
颼 	2-92-38 	0xFBC4 	U+98BC 	第4水準 	
颿 	2-92-39 	0xFBC5 	U+98BF 	第4水準 	
飂 	2-92-40 	0xFBC6 	U+98C2 	第4水準 	
飇 	2-92-41 	0xFBC7 	U+98C7 	第4水準 	
飋 	2-92-42 	0xFBC8 	U+98CB 	第4水準 	
飠 	2-92-43 	0xFBC9 	U+98E0 	第4水準 	
𩙿 	2-92-44 	0xFBCA 	U+2967F 	第4水準 	
飡 	2-92-45 	0xFBCB 	U+98E1 	第4水準 	
飣 	2-92-46 	0xFBCC 	U+98E3 	第4水準 	
飥 	2-92-47 	0xFBCD 	U+98E5 	第4水準 	
飪 	2-92-48 	0xFBCE 	U+98EA 	第4水準 	
飰 	2-92-49 	0xFBCF 	U+98F0 	第4水準 	
飱 	2-92-50 	0xFBD0 	U+98F1 	第4水準 	
飳 	2-92-51 	0xFBD1 	U+98F3 	第4水準 	
餈 	2-92-52 	0xFBD2 	U+9908 	第4水準 	
䬻 	2-92-53 	0xFBD3 	U+4B3B 	第4水準 	
𩛰 	2-92-54 	0xFBD4 	U+296F0 	第4水準 	
餖 	2-92-55 	0xFBD5 	U+9916 	第4水準 	
餗 	2-92-56 	0xFBD6 	U+9917 	第4水準 	
𩜙 	2-92-57 	0xFBD7 	U+29719 	第4水準 	
餚 	2-92-58 	0xFBD8 	U+991A 	第4水準 	
餛 	2-92-59 	0xFBD9 	U+991B 	第4水準 	
餜 	2-92-60 	0xFBDA 	U+991C 	第4水準 	
𩝐 	2-92-61 	0xFBDB 	U+29750 	第4水準 	
餱 	2-92-62 	0xFBDC 	U+9931 	第4水準 	
餲 	2-92-63 	0xFBDD 	U+9932 	第4水準 	
餳 	2-92-64 	0xFBDE 	U+9933 	第4水準 	
餺 	2-92-65 	0xFBDF 	U+993A 	第4水準 	
餻 	2-92-66 	0xFBE0 	U+993B 	第4水準 	
餼 	2-92-67 	0xFBE1 	U+993C 	第4水準 	
饀 	2-92-68 	0xFBE2 	U+9940 	第4水準 	
饁 	2-92-69 	0xFBE3 	U+9941 	第4水準 	
饆 	2-92-70 	0xFBE4 	U+9946 	第4水準 	
饍 	2-92-71 	0xFBE5 	U+994D 	第4水準 	
饎 	2-92-72 	0xFBE6 	U+994E 	第4水準 	
饜 	2-92-73 	0xFBE7 	U+995C 	第4水準 	
饟 	2-92-74 	0xFBE8 	U+995F 	第4水準 	
饠 	2-92-75 	0xFBE9 	U+9960 	第4水準 	
馣 	2-92-76 	0xFBEA 	U+99A3 	第4水準 	
馦 	2-92-77 	0xFBEB 	U+99A6 	第4水準 	
馹 	2-92-78 	0xFBEC 	U+99B9 	第4水準 	
馽 	2-92-79 	0xFBED 	U+99BD 	第4水準 	
馿 	2-92-80 	0xFBEE 	U+99BF 	第4水準 	
駃 	2-92-81 	0xFBEF 	U+99C3 	第4水準 	
駉 	2-92-82 	0xFBF0 	U+99C9 	第4水準 	
駔 	2-92-83 	0xFBF1 	U+99D4 	第4水準 	
駙 	2-92-84 	0xFBF2 	U+99D9 	第4水準 	
駞 	2-92-85 	0xFBF3 	U+99DE 	第4水準 	
𩣆 	2-92-86 	0xFBF4 	U+298C6 	第4水準 	
駰 	2-92-87 	0xFBF5 	U+99F0 	第4水準 	
駹 	2-92-88 	0xFBF6 	U+99F9 	第4水準 	
駼 	2-92-89 	0xFBF7 	U+99FC 	第4水準 	
騊 	2-92-90 	0xFBF8 	U+9A0A 	第4水準 	
騑 	2-92-91 	0xFBF9 	U+9A11 	第4水準 	
騖 	2-92-92 	0xFBFA 	U+9A16 	第4水準 	
騚 	2-92-93 	0xFBFB 	U+9A1A 	第4水準 	
騠 	2-92-94 	0xFBFC 	U+9A20 	第4水準 	
2面93区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
騱 	2-93-01 	0xFC40 	U+9A31 	第4水準 	
騶 	2-93-02 	0xFC41 	U+9A36 	第4水準 	
驄 	2-93-03 	0xFC42 	U+9A44 	第4水準 	
驌 	2-93-04 	0xFC43 	U+9A4C 	第4水準 	
驘 	2-93-05 	0xFC44 	U+9A58 	第4水準 	
䯂 	2-93-06 	0xFC45 	U+4BC2 	第4水準 	
骯 	2-93-07 	0xFC46 	U+9AAF 	第4水準 	
䯊 	2-93-08 	0xFC47 	U+4BCA 	第4水準 	
骷 	2-93-09 	0xFC48 	U+9AB7 	第4水準 	
䯒 	2-93-10 	0xFC49 	U+4BD2 	第4水準 	
骹 	2-93-11 	0xFC4A 	U+9AB9 	第4水準 	
𩩲 	2-93-12 	0xFC4B 	U+29A72 	第4水準 	
髆 	2-93-13 	0xFC4C 	U+9AC6 	第4水準 	
髐 	2-93-14 	0xFC4D 	U+9AD0 	第4水準 	
髒 	2-93-15 	0xFC4E 	U+9AD2 	第4水準 	
髕 	2-93-16 	0xFC4F 	U+9AD5 	第4水準 	
䯨 	2-93-17 	0xFC50 	U+4BE8 	第4水準 	
髜 	2-93-18 	0xFC51 	U+9ADC 	第4水準 	
髠 	2-93-19 	0xFC52 	U+9AE0 	第4水準 	
髥 	2-93-20 	0xFC53 	U+9AE5 	第4水準 	
髩 	2-93-21 	0xFC54 	U+9AE9 	第4水準 	
鬃 	2-93-22 	0xFC55 	U+9B03 	第4水準 	
鬌 	2-93-23 	0xFC56 	U+9B0C 	第4水準 	
鬐 	2-93-24 	0xFC57 	U+9B10 	第4水準 	
鬒 	2-93-25 	0xFC58 	U+9B12 	第4水準 	
鬖 	2-93-26 	0xFC59 	U+9B16 	第4水準 	
鬜 	2-93-27 	0xFC5A 	U+9B1C 	第4水準 	
鬫 	2-93-28 	0xFC5B 	U+9B2B 	第4水準 	
鬳 	2-93-29 	0xFC5C 	U+9B33 	第4水準 	
鬽 	2-93-30 	0xFC5D 	U+9B3D 	第4水準 	
䰠 	2-93-31 	0xFC5E 	U+4C20 	第4水準 	
魋 	2-93-32 	0xFC5F 	U+9B4B 	第4水準 	
魣 	2-93-33 	0xFC60 	U+9B63 	第4水準 	
魥 	2-93-34 	0xFC61 	U+9B65 	第4水準 	
魫 	2-93-35 	0xFC62 	U+9B6B 	第4水準 	
魬 	2-93-36 	0xFC63 	U+9B6C 	第4水準 	
魳 	2-93-37 	0xFC64 	U+9B73 	第4水準 	
魶 	2-93-38 	0xFC65 	U+9B76 	第4水準 	
魷 	2-93-39 	0xFC66 	U+9B77 	第4水準 	
鮦 	2-93-40 	0xFC67 	U+9BA6 	第4水準 	
鮬 	2-93-41 	0xFC68 	U+9BAC 	第4水準 	
鮱 	2-93-42 	0xFC69 	U+9BB1 	第4水準 	
𩷛 	2-93-43 	0xFC6A 	U+29DDB 	第4水準 	
𩸽 	2-93-44 	0xFC6B 	U+29E3D 	第4水準 	
鮲 	2-93-45 	0xFC6C 	U+9BB2 	第4水準 	
鮸 	2-93-46 	0xFC6D 	U+9BB8 	第4水準 	
鮾 	2-93-47 	0xFC6E 	U+9BBE 	第4水準 	
鯇 	2-93-48 	0xFC6F 	U+9BC7 	第4水準 	
鯳 	2-93-49 	0xFC70 	U+9BF3 	第4水準 	
鯘 	2-93-50 	0xFC71 	U+9BD8 	第4水準 	
鯝 	2-93-51 	0xFC72 	U+9BDD 	第4水準 	
鯧 	2-93-52 	0xFC73 	U+9BE7 	第4水準 	
鯪 	2-93-53 	0xFC74 	U+9BEA 	第4水準 	
鯫 	2-93-54 	0xFC75 	U+9BEB 	第4水準 	
鯯 	2-93-55 	0xFC76 	U+9BEF 	第4水準 	
鯮 	2-93-56 	0xFC77 	U+9BEE 	第4水準 	
𩸕 	2-93-57 	0xFC78 	U+29E15 	第4水準 	
鯺 	2-93-58 	0xFC79 	U+9BFA 	第4水準 	
𩺊 	2-93-59 	0xFC7A 	U+29E8A 	第4水準 	
鯷 	2-93-60 	0xFC7B 	U+9BF7 	第4水準 	
𩹉 	2-93-61 	0xFC7C 	U+29E49 	第4水準 	
鰖 	2-93-62 	0xFC7D 	U+9C16 	第4水準 	
鰘 	2-93-63 	0xFC7E 	U+9C18 	第4水準 	
鰙 	2-93-64 	0xFC80 	U+9C19 	第4水準 	
鰚 	2-93-65 	0xFC81 	U+9C1A 	第4水準 	
鰝 	2-93-66 	0xFC82 	U+9C1D 	第4水準 	
鰢 	2-93-67 	0xFC83 	U+9C22 	第4水準 	
鰧 	2-93-68 	0xFC84 	U+9C27 	第4水準 	
鰩 	2-93-69 	0xFC85 	U+9C29 	第4水準 	
鰪 	2-93-70 	0xFC86 	U+9C2A 	第4水準 	
𩻄 	2-93-71 	0xFC87 	U+29EC4 	第4水準 	
鰱 	2-93-72 	0xFC88 	U+9C31 	第4水準 	
鰶 	2-93-73 	0xFC89 	U+9C36 	第4水準 	
鰷 	2-93-74 	0xFC8A 	U+9C37 	第4水準 	
鱅 	2-93-75 	0xFC8B 	U+9C45 	第4水準 	
鱜 	2-93-76 	0xFC8C 	U+9C5C 	第4水準 	
𩻩 	2-93-77 	0xFC8D 	U+29EE9 	第4水準 	
鱉 	2-93-78 	0xFC8E 	U+9C49 	第4水準 	
鱊 	2-93-79 	0xFC8F 	U+9C4A 	第4水準 	
𩻛 	2-93-80 	0xFC90 	U+29EDB 	第4水準 	
鱔 	2-93-81 	0xFC91 	U+9C54 	第4水準 	
鱘 	2-93-82 	0xFC92 	U+9C58 	第4水準 	
鱛 	2-93-83 	0xFC93 	U+9C5B 	第4水準 	
鱝 	2-93-84 	0xFC94 	U+9C5D 	第4水準 	
鱟 	2-93-85 	0xFC95 	U+9C5F 	第4水準 	
鱩 	2-93-86 	0xFC96 	U+9C69 	第4水準 	
鱪 	2-93-87 	0xFC97 	U+9C6A 	第4水準 	
鱫 	2-93-88 	0xFC98 	U+9C6B 	第4水準 	
鱭 	2-93-89 	0xFC99 	U+9C6D 	第4水準 	
鱮 	2-93-90 	0xFC9A 	U+9C6E 	第4水準 	
鱰 	2-93-91 	0xFC9B 	U+9C70 	第4水準 	
鱲 	2-93-92 	0xFC9C 	U+9C72 	第4水準 	
鱵 	2-93-93 	0xFC9D 	U+9C75 	第4水準 	
鱺 	2-93-94 	0xFC9E 	U+9C7A 	第4水準 	
2面94区
文字 	面区点 	Shift_JIS-2004 	Unicode 	水準 	備考
鳦 	2-94-01 	0xFC9F 	U+9CE6 	第4水準 	
鳲 	2-94-02 	0xFCA0 	U+9CF2 	第4水準 	
鴋 	2-94-03 	0xFCA1 	U+9D0B 	第4水準 	
鴂 	2-94-04 	0xFCA2 	U+9D02 	第4水準 	
𩿎 	2-94-05 	0xFCA3 	U+29FCE 	第4水準 	
鴑 	2-94-06 	0xFCA4 	U+9D11 	第4水準 	
鴗 	2-94-07 	0xFCA5 	U+9D17 	第4水準 	
鴘 	2-94-08 	0xFCA6 	U+9D18 	第4水準 	
𪀯 	2-94-09 	0xFCA7 	U+2A02F 	第4水準 	
䳄 	2-94-10 	0xFCA8 	U+4CC4 	第4水準 	
𪀚 	2-94-11 	0xFCA9 	U+2A01A 	第4水準 	
鴲 	2-94-12 	0xFCAA 	U+9D32 	第4水準 	
䳑 	2-94-13 	0xFCAB 	U+4CD1 	第4水準 	
鵂 	2-94-14 	0xFCAC 	U+9D42 	第4水準 	
鵊 	2-94-15 	0xFCAD 	U+9D4A 	第4水準 	
鵟 	2-94-16 	0xFCAE 	U+9D5F 	第4水準 	
鵢 	2-94-17 	0xFCAF 	U+9D62 	第4水準 	
𪃹 	2-94-18 	0xFCB0 	U+2A0F9 	第4水準 	
鵩 	2-94-19 	0xFCB1 	U+9D69 	第4水準 	
鵫 	2-94-20 	0xFCB2 	U+9D6B 	第4水準 	
𪂂 	2-94-21 	0xFCB3 	U+2A082 	第4水準 	
鵳 	2-94-22 	0xFCB4 	U+9D73 	第4水準 	
鵶 	2-94-23 	0xFCB5 	U+9D76 	第4水準 	
鵷 	2-94-24 	0xFCB6 	U+9D77 	第4水準 	
鵾 	2-94-25 	0xFCB7 	U+9D7E 	第4水準 	
鶄 	2-94-26 	0xFCB8 	U+9D84 	第4水準 	
鶍 	2-94-27 	0xFCB9 	U+9D8D 	第4水準 	
鶙 	2-94-28 	0xFCBA 	U+9D99 	第4水準 	
鶡 	2-94-29 	0xFCBB 	U+9DA1 	第4水準 	
鶿 	2-94-30 	0xFCBC 	U+9DBF 	第4水準 	
鶵 	2-94-31 	0xFCBD 	U+9DB5 	第4水準 	
鶹 	2-94-32 	0xFCBE 	U+9DB9 	第4水準 	
鶽 	2-94-33 	0xFCBF 	U+9DBD 	第4水準 	
鷃 	2-94-34 	0xFCC0 	U+9DC3 	第4水準 	
鷇 	2-94-35 	0xFCC1 	U+9DC7 	第4水準 	
鷉 	2-94-36 	0xFCC2 	U+9DC9 	第4水準 	
鷖 	2-94-37 	0xFCC3 	U+9DD6 	第4水準 	
鷚 	2-94-38 	0xFCC4 	U+9DDA 	第4水準 	
鷟 	2-94-39 	0xFCC5 	U+9DDF 	第4水準 	
鷠 	2-94-40 	0xFCC6 	U+9DE0 	第4水準 	
鷣 	2-94-41 	0xFCC7 	U+9DE3 	第4水準 	
鷴 	2-94-42 	0xFCC8 	U+9DF4 	第4水準 	
䴇 	2-94-43 	0xFCC9 	U+4D07 	第4水準 	
鸊 	2-94-44 	0xFCCA 	U+9E0A 	第4水準 	
鸂 	2-94-45 	0xFCCB 	U+9E02 	第4水準 	
鸍 	2-94-46 	0xFCCC 	U+9E0D 	第4水準 	
鸙 	2-94-47 	0xFCCD 	U+9E19 	第4水準 	
鸜 	2-94-48 	0xFCCE 	U+9E1C 	第4水準 	
鸝 	2-94-49 	0xFCCF 	U+9E1D 	第4水準 	
鹻 	2-94-50 	0xFCD0 	U+9E7B 	第4水準 	
𢈘 	2-94-51 	0xFCD1 	U+22218 	第4水準 	
麀 	2-94-52 	0xFCD2 	U+9E80 	第4水準 	
麅 	2-94-53 	0xFCD3 	U+9E85 	第4水準 	
麛 	2-94-54 	0xFCD4 	U+9E9B 	第4水準 	
麨 	2-94-55 	0xFCD5 	U+9EA8 	第4水準 	
𪎌 	2-94-56 	0xFCD6 	U+2A38C 	第4水準 	
麽 	2-94-57 	0xFCD7 	U+9EBD 	第4水準 	
𪐷 	2-94-58 	0xFCD8 	U+2A437 	第4水準 	
黟 	2-94-59 	0xFCD9 	U+9EDF 	第4水準 	
黧 	2-94-60 	0xFCDA 	U+9EE7 	第4水準 	
黮 	2-94-61 	0xFCDB 	U+9EEE 	第4水準 	
黿 	2-94-62 	0xFCDC 	U+9EFF 	第4水準 	
鼂 	2-94-63 	0xFCDD 	U+9F02 	第4水準 	
䵷 	2-94-64 	0xFCDE 	U+4D77 	第4水準 	
鼃 	2-94-65 	0xFCDF 	U+9F03 	第4水準 	
鼗 	2-94-66 	0xFCE0 	U+9F17 	第4水準 	
鼙 	2-94-67 	0xFCE1 	U+9F19 	第4水準 	
鼯 	2-94-68 	0xFCE2 	U+9F2F 	第4水準 	
鼷 	2-94-69 	0xFCE3 	U+9F37 	第4水準 	
鼺 	2-94-70 	0xFCE4 	U+9F3A 	第4水準 	
鼽 	2-94-71 	0xFCE5 	U+9F3D 	第4水準 	
齁 	2-94-72 	0xFCE6 	U+9F41 	第4水準 	
齅 	2-94-73 	0xFCE7 	U+9F45 	第4水準 	
齆 	2-94-74 	0xFCE8 	U+9F46 	第4水準 	
齓 	2-94-75 	0xFCE9 	U+9F53 	第4水準 	
齕 	2-94-76 	0xFCEA 	U+9F55 	第4水準 	
齘 	2-94-77 	0xFCEB 	U+9F58 	第4水準 	
𪗱 	2-94-78 	0xFCEC 	U+2A5F1 	第4水準 	
齝 	2-94-79 	0xFCED 	U+9F5D 	第4水準 	
𪘂 	2-94-80 	0xFCEE 	U+2A602 	第4水準 	
齩 	2-94-81 	0xFCEF 	U+9F69 	第4水準 	
𪘚 	2-94-82 	0xFCF0 	U+2A61A 	第4水準 	
齭 	2-94-83 	0xFCF1 	U+9F6D 	第4水準 	
齰 	2-94-84 	0xFCF2 	U+9F70 	第4水準 	
齵 	2-94-85 	0xFCF3 	U+9F75 	第4水準 	
𪚲 	2-94-86 	0xFCF4 	U+2A6B2 	第4水準 	
